text,label
What is the largest city of Pulau Ubin ?[SEP]dbo:Location,1
What is the largest city of Pulau Ubin ?[SEP]dbo:HorseRace,0
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:Country",1
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:Department",0
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:State",1
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:Street",0
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:PopulatedPlace",1
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:SkiResort",0
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:Place",1
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:CelestialBody",0
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:Location",1
"What is {workplace} of {Cnut the Great}, that has {diplomatic relation} is {Romania}[SEP]dbo:CollegeCoach",0
What is the award for signatories of the Declaration fo the Establishment of the State of Israel?[SEP]dbo:Award,1
What is the award for signatories of the Declaration fo the Establishment of the State of Israel?[SEP]dbo:RecordLabel,0
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:HockeyTeam,1
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:BaseballTeam,0
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:SportsTeam,1
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:PoliticalParty,0
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:Organisation,1
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:Family,0
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:Agent,1
Which tema did Dough Acomb played for which is also the drafty team of Dale Mitchell ?[SEP]dbo:Activity,0
Who is the artist of music genre of David Blaine ?[SEP]dbo:Person,1
Who is the artist of music genre of David Blaine ?[SEP]dbo:Family,0
Who is the artist of music genre of David Blaine ?[SEP]dbo:Agent,1
Who is the artist of music genre of David Blaine ?[SEP]dbo:MedicalSpecialty,0
Who is the creator and voice actor of Mickey Mouse ?[SEP]dbo:Person,1
Who is the creator and voice actor of Mickey Mouse ?[SEP]dbo:Family,0
Who is the creator and voice actor of Mickey Mouse ?[SEP]dbo:Agent,1
Who is the creator and voice actor of Mickey Mouse ?[SEP]dbo:Person,0
What are the historical profession which start with the letter z[SEP]dbo:Profession,1
What are the historical profession which start with the letter z[SEP]dbo:Profession,0
What are the historical profession which start with the letter z[SEP]dbo:PersonFunction,1
What are the historical profession which start with the letter z[SEP]dbo:Species,0
Who is the voice actor in Aqua Teen Hunger Force?[SEP]dbo:Person,1
Who is the voice actor in Aqua Teen Hunger Force?[SEP]dbo:Family,0
Who is the voice actor in Aqua Teen Hunger Force?[SEP]dbo:Agent,1
Who is the voice actor in Aqua Teen Hunger Force?[SEP]dbo:MedicalSpecialty,0
Ser Singh is the founder of what life stance?[SEP]dbo:Person,1
Ser Singh is the founder of what life stance?[SEP]dbo:Family,0
Ser Singh is the founder of what life stance?[SEP]dbo:Agent,1
Ser Singh is the founder of what life stance?[SEP]dbo:MedicalSpecialty,0
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:Country,1
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:Department,0
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:State,1
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:Street,0
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:PopulatedPlace,1
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:SkiResort,0
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:Place,1
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:CelestialBody,0
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:Location,1
Which sovereign state replaced Czechoslovakia ?[SEP]dbo:Person,0
Which award did Ian McKellen receive for his work 'Gods and Monsters'?[SEP]dbo:Award,1
Which award did Ian McKellen receive for his work 'Gods and Monsters'?[SEP]dbo:SoccerClub,0
Who is Ferdinand II of Aragon's son-in-law?[SEP]dbo:Person,1
Who is Ferdinand II of Aragon's son-in-law?[SEP]dbo:Family,0
Who is Ferdinand II of Aragon's son-in-law?[SEP]dbo:Agent,1
Who is Ferdinand II of Aragon's son-in-law?[SEP]dbo:Holiday,0
What flammable liquid containing carbon has the lowest enthalpy of evaporation?[SEP]dbo:ChemicalCompound,1
What flammable liquid containing carbon has the lowest enthalpy of evaporation?[SEP]dbo:Mineral,0
What flammable liquid containing carbon has the lowest enthalpy of evaporation?[SEP]dbo:ChemicalSubstance,1
What flammable liquid containing carbon has the lowest enthalpy of evaporation?[SEP]dbo:Location,0
"""Who was {discoverer of} of {atoll}, that was a {member of} the {American Philosophical Society} ?""[SEP]dbo:Person",1
"""Who was {discoverer of} of {atoll}, that was a {member of} the {American Philosophical Society} ?""[SEP]dbo:Family",0
"""Who was {discoverer of} of {atoll}, that was a {member of} the {American Philosophical Society} ?""[SEP]dbo:Agent",1
"""Who was {discoverer of} of {atoll}, that was a {member of} the {American Philosophical Society} ?""[SEP]dbo:SoccerPlayer",0
To which party do the politicians who died in Delhi belong?[SEP]dbo:PoliticalParty,1
To which party do the politicians who died in Delhi belong?[SEP]dbo:MeanOfTransportation,0
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:SportsManager,1
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:Architect,0
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:SoccerPlayer,1
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:SoccerManager,0
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:SoccerManager,1
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:Host,0
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:Person,1
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:Family,0
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:Agent,1
Which coach of England national under 21 footbal team is also the coach of Aston Villa F.C season ?[SEP]dbo:Language,0
who is the member of Michel Platini sports team and how many did points/goals/set score?[SEP]dbo:SportsTeam,1
who is the member of Michel Platini sports team and how many did points/goals/set score?[SEP]dbo:PoliticalParty,0
who is the member of Michel Platini sports team and how many did points/goals/set score?[SEP]dbo:Organisation,1
who is the member of Michel Platini sports team and how many did points/goals/set score?[SEP]dbo:Family,0
who is the member of Michel Platini sports team and how many did points/goals/set score?[SEP]dbo:Agent,1
who is the member of Michel Platini sports team and how many did points/goals/set score?[SEP]dbo:TopicalConcept,0
Has Agatha Christie's profession been mistaken for drama and the arts?[SEP]dbo:Activity,1
Has Agatha Christie's profession been mistaken for drama and the arts?[SEP]dbo:Museum,0
which concept starts with the letter u[SEP]dbo:Disease,1
which concept starts with the letter u[SEP]dbo:OfficeHolder,0
Where is the headquarters located for the Hong Kong publisher?[SEP]dbo:Company,1
Where is the headquarters located for the Hong Kong publisher?[SEP]dbo:PoliticalParty,0
Where is the headquarters located for the Hong Kong publisher?[SEP]dbo:Organisation,1
Where is the headquarters located for the Hong Kong publisher?[SEP]dbo:Family,0
Where is the headquarters located for the Hong Kong publisher?[SEP]dbo:Agent,1
Where is the headquarters located for the Hong Kong publisher?[SEP]dbo:River,0
What is the architecture firm who designed the grave site of Sigismondo Pandolfo Malatesta?[SEP]dbo:Person,1
What is the architecture firm who designed the grave site of Sigismondo Pandolfo Malatesta?[SEP]dbo:Family,0
What is the architecture firm who designed the grave site of Sigismondo Pandolfo Malatesta?[SEP]dbo:Agent,1
What is the architecture firm who designed the grave site of Sigismondo Pandolfo Malatesta?[SEP]dbo:Country,0
Where is the human place of birth in Thessaloniki?[SEP]dbo:Person,1
Where is the human place of birth in Thessaloniki?[SEP]dbo:Family,0
Where is the human place of birth in Thessaloniki?[SEP]dbo:Agent,1
Where is the human place of birth in Thessaloniki?[SEP]dbo:Award,0
Tell me festival whose name has the word vijayadashami  in it.[SEP]dbo:Event,1
Tell me festival whose name has the word vijayadashami  in it.[SEP]dbo:BaseballTeam,0
Who is the developer of Dart (programming language) ?[SEP]dbo:Company,1
Who is the developer of Dart (programming language) ?[SEP]dbo:PoliticalParty,0
Who is the developer of Dart (programming language) ?[SEP]dbo:Organisation,1
Who is the developer of Dart (programming language) ?[SEP]dbo:Family,0
Who is the developer of Dart (programming language) ?[SEP]dbo:Agent,1
Who is the developer of Dart (programming language) ?[SEP]dbo:SoccerClub,0
Who owns Chelsea F.C.?[SEP]dbo:OfficeHolder,1
Who owns Chelsea F.C.?[SEP]dbo:Architect,0
Who owns Chelsea F.C.?[SEP]dbo:Person,1
Who owns Chelsea F.C.?[SEP]dbo:Family,0
Who owns Chelsea F.C.?[SEP]dbo:Agent,1
Who owns Chelsea F.C.?[SEP]dbo:Holiday,0
What is the label of the album whose previous work is Waterfall?[SEP]dbo:Brain,1
What is the label of the album whose previous work is Waterfall?[SEP]dbo:Lymph,0
What is the label of the album whose previous work is Waterfall?[SEP]dbo:AnatomicalStructure,1
What is the label of the album whose previous work is Waterfall?[SEP]dbo:Museum,0
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:Band,1
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:PoliticalParty,0
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:Group,1
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:SportsTeam,0
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:Organisation,1
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:Family,0
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:Agent,1
Who gave the {member of} of {author} of {Private Investigations} ?[SEP]dbo:MountainRange,0
Which species kept of Redwood National and State Parks?[SEP]dbo:Taxon,1
Which species kept of Redwood National and State Parks?[SEP]dbo:Type,0
Which species kept of Redwood National and State Parks?[SEP]dbo:TopicalConcept,1
Which species kept of Redwood National and State Parks?[SEP]dbo:BaseballTeam,0
What university did the children of Paul Ernest attend?[SEP]dbo:University,1
What university did the children of Paul Ernest attend?[SEP]dbo:Library,0
What university did the children of Paul Ernest attend?[SEP]dbo:EducationalInstitution,1
What university did the children of Paul Ernest attend?[SEP]dbo:PoliticalParty,0
What university did the children of Paul Ernest attend?[SEP]dbo:Organisation,1
What university did the children of Paul Ernest attend?[SEP]dbo:Family,0
What university did the children of Paul Ernest attend?[SEP]dbo:Agent,1
What university did the children of Paul Ernest attend?[SEP]dbo:AnatomicalStructure,0
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:University,1
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:Library,0
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:EducationalInstitution,1
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:PoliticalParty,0
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:Organisation,1
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:Family,0
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:Agent,1
Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?[SEP]dbo:Disease,0
What gene was found to be associated with anorexia nervosa through the TAS method?[SEP]dbo:Gene,1
What gene was found to be associated with anorexia nervosa through the TAS method?[SEP]dbo:Protein,0
What gene was found to be associated with anorexia nervosa through the TAS method?[SEP]dbo:Biomolecule,1
What gene was found to be associated with anorexia nervosa through the TAS method?[SEP]dbo:PublicService,0
Who all have appointed governess born in Magnolia Plantation gardens?[SEP]dbo:OfficeHolder,1
Who all have appointed governess born in Magnolia Plantation gardens?[SEP]dbo:Architect,0
Who all have appointed governess born in Magnolia Plantation gardens?[SEP]dbo:Person,1
Who all have appointed governess born in Magnolia Plantation gardens?[SEP]dbo:Family,0
Who all have appointed governess born in Magnolia Plantation gardens?[SEP]dbo:Agent,1
Who all have appointed governess born in Magnolia Plantation gardens?[SEP]dbo:Work,0
"Which one of Bai Chongxi's children, wrote Taipei People?[SEP]dbo:Person",1
"Which one of Bai Chongxi's children, wrote Taipei People?[SEP]dbo:Family",0
"Which one of Bai Chongxi's children, wrote Taipei People?[SEP]dbo:Agent",1
"Which one of Bai Chongxi's children, wrote Taipei People?[SEP]dbo:Language",0
Which national association football league has the minimum level in the league?[SEP]dbo:Activity,1
Which national association football league has the minimum level in the league?[SEP]dbo:OfficeHolder,0
"Who is the spouse of Glenn McGrath, and when did they get together?[SEP]dbo:Person",1
"Who is the spouse of Glenn McGrath, and when did they get together?[SEP]dbo:Family",0
"Who is the spouse of Glenn McGrath, and when did they get together?[SEP]dbo:Agent",1
"Who is the spouse of Glenn McGrath, and when did they get together?[SEP]dbo:City",0
Who was Ada Lovelace's main influence ?[SEP]dbo:Person,1
Who was Ada Lovelace's main influence ?[SEP]dbo:Family,0
Who was Ada Lovelace's main influence ?[SEP]dbo:Agent,1
Who was Ada Lovelace's main influence ?[SEP]dbo:Device,0
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:Country",1
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:Department",0
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:State",1
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:Street",0
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:PopulatedPlace",1
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:SkiResort",0
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:Place",1
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:CelestialBody",0
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:Location",1
"""Where is {endemism} of {Rosella}, which has {monarch} is {John Kerr} ?""[SEP]dbo:Device",0
Where is Rome?[SEP]dbo:ArchitecturalStructure,1
Where is Rome?[SEP]dbo:SkiResort,0
Where is Rome?[SEP]dbo:Place,1
Where is Rome?[SEP]dbo:CelestialBody,0
Where is Rome?[SEP]dbo:Location,1
Where is Rome?[SEP]dbo:OfficeHolder,0
What are the national anthem which start with the letter n[SEP]dbo:NationalAnthem,1
What are the national anthem which start with the letter n[SEP]dbo:Song,0
What are the national anthem which start with the letter n[SEP]dbo:MusicalWork,1
What are the national anthem which start with the letter n[SEP]dbo:Website,0
What are the national anthem which start with the letter n[SEP]dbo:Work,1
What are the national anthem which start with the letter n[SEP]dbo:Currency,0
Who is the regulatory body of the official language of the Republic of Venice?[SEP]dbo:Organisation,1
Who is the regulatory body of the official language of the Republic of Venice?[SEP]dbo:Family,0
Who is the regulatory body of the official language of the Republic of Venice?[SEP]dbo:Agent,1
Who is the regulatory body of the official language of the Republic of Venice?[SEP]dbo:MedicalSpecialty,0
What is the science award with the highest prize money whose country is United States of America ?[SEP]dbo:Award,1
What is the science award with the highest prize money whose country is United States of America ?[SEP]dbo:Country,0
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?[SEP]dbo:MilitaryConflict,1
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?[SEP]dbo:Election,0
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?[SEP]dbo:SocietalEvent,1
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?[SEP]dbo:SocietalEvent,0
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?[SEP]dbo:Event,1
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?[SEP]dbo:Flag,0
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:City,1
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:HistoricalSettlement,0
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:Settlement,1
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:Department,0
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:PopulatedPlace,1
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:SkiResort,0
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:Place,1
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:CelestialBody,0
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:Location,1
What kind of activity of Lotte Jacobi in Berg an Laim is it?[SEP]dbo:TopicalConcept,0
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:Town,1
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:HistoricalSettlement,0
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:Settlement,1
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:Department,0
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:PopulatedPlace,1
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:SkiResort,0
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:Place,1
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:CelestialBody,0
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:Location,1
Where is {place of death} of {Helen Keller} that is {located in the administrative territorial entity} is {Connecticut} ?[SEP]dbo:Agent,0
who  is titleholder of nomination received of Friendly Persuasion ?[SEP]dbo:Person,1
who  is titleholder of nomination received of Friendly Persuasion ?[SEP]dbo:Family,0
who  is titleholder of nomination received of Friendly Persuasion ?[SEP]dbo:Agent,1
who  is titleholder of nomination received of Friendly Persuasion ?[SEP]dbo:MusicalArtist,0
Which label released the movie written by Thomas Meehan?[SEP]dbo:RecordLabel,1
Which label released the movie written by Thomas Meehan?[SEP]dbo:RecordLabel,0
Which label released the movie written by Thomas Meehan?[SEP]dbo:Company,1
Which label released the movie written by Thomas Meehan?[SEP]dbo:PoliticalParty,0
Which label released the movie written by Thomas Meehan?[SEP]dbo:Organisation,1
Which label released the movie written by Thomas Meehan?[SEP]dbo:Family,0
Which label released the movie written by Thomas Meehan?[SEP]dbo:Agent,1
Which label released the movie written by Thomas Meehan?[SEP]dbo:PersonFunction,0
Who replaced Luchino Visconti as President of the Jury at the Cannes Festival?[SEP]dbo:Person,1
Who replaced Luchino Visconti as President of the Jury at the Cannes Festival?[SEP]dbo:Family,0
Who replaced Luchino Visconti as President of the Jury at the Cannes Festival?[SEP]dbo:Agent,1
Who replaced Luchino Visconti as President of the Jury at the Cannes Festival?[SEP]dbo:Biomolecule,0
What is the field of study and architectural style of Ramos de Azevedo?[SEP]dbo:AcademicSubject,1
What is the field of study and architectural style of Ramos de Azevedo?[SEP]dbo:PersonFunction,0
What is the field of study and architectural style of Ramos de Azevedo?[SEP]dbo:TopicalConcept,1
What is the field of study and architectural style of Ramos de Azevedo?[SEP]dbo:Food,0
Who is the{film} for {distributor} of {20th Century Fox}[SEP]dbo:Film,1
Who is the{film} for {distributor} of {20th Century Fox}[SEP]dbo:Website,0
Who is the{film} for {distributor} of {20th Century Fox}[SEP]dbo:Work,1
Who is the{film} for {distributor} of {20th Century Fox}[SEP]dbo:River,0
What is the common party of the Manthena Venkata Raju and  B. Shiva Rao?[SEP]dbo:PoliticalParty,1
What is the common party of the Manthena Venkata Raju and  B. Shiva Rao?[SEP]dbo:Currency,0
What is the ingredients in beer whose phase point is the critical point?[SEP]dbo:ChemicalCompound,1
What is the ingredients in beer whose phase point is the critical point?[SEP]dbo:Mineral,0
What is the ingredients in beer whose phase point is the critical point?[SEP]dbo:ChemicalSubstance,1
What is the ingredients in beer whose phase point is the critical point?[SEP]dbo:Award,0
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:City,1
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:HistoricalSettlement,0
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:Settlement,1
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:Department,0
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:PopulatedPlace,1
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:SkiResort,0
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:Place,1
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:CelestialBody,0
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:Location,1
Which sister town of Da Nang has a county seat for Allegheny County?[SEP]dbo:Species,0
Which is the voice type of death growl?[SEP]dbo:Person,1
Which is the voice type of death growl?[SEP]dbo:Family,0
Which is the voice type of death growl?[SEP]dbo:Agent,1
Which is the voice type of death growl?[SEP]dbo:MedicalSpecialty,0
What was Saul Bellow nominated for on his work on Humboldt's Gift?[SEP]dbo:Award,1
What was Saul Bellow nominated for on his work on Humboldt's Gift?[SEP]dbo:PoliticalParty,0
What is the role played by City of Sydney which is located in the administrative territorial entity Sydney?[SEP]dbo:Media,1
What is the role played by City of Sydney which is located in the administrative territorial entity Sydney?[SEP]dbo:MeanOfTransportation,0
Who is Anna Akhmatova's spouse and why did the marriage end?[SEP]dbo:Person,1
Who is Anna Akhmatova's spouse and why did the marriage end?[SEP]dbo:Family,0
Who is Anna Akhmatova's spouse and why did the marriage end?[SEP]dbo:Agent,1
Who is Anna Akhmatova's spouse and why did the marriage end?[SEP]dbo:Location,0
The country of Catania has which cities?[SEP]dbo:City,1
The country of Catania has which cities?[SEP]dbo:HistoricalSettlement,0
The country of Catania has which cities?[SEP]dbo:Settlement,1
The country of Catania has which cities?[SEP]dbo:Department,0
The country of Catania has which cities?[SEP]dbo:PopulatedPlace,1
The country of Catania has which cities?[SEP]dbo:SkiResort,0
The country of Catania has which cities?[SEP]dbo:Place,1
The country of Catania has which cities?[SEP]dbo:CelestialBody,0
The country of Catania has which cities?[SEP]dbo:Location,1
The country of Catania has which cities?[SEP]dbo:CollegeCoach,0
What is the parent company of those who work at Roberta Bondar?[SEP]dbo:Organisation,1
What is the parent company of those who work at Roberta Bondar?[SEP]dbo:Family,0
What is the parent company of those who work at Roberta Bondar?[SEP]dbo:Agent,1
What is the parent company of those who work at Roberta Bondar?[SEP]dbo:Food,0
What films have been shot in Yokohama?[SEP]dbo:Media,1
What films have been shot in Yokohama?[SEP]dbo:TopicalConcept,0
"Which architect, who also designed the Jewish Museum in Berlin, was honored with the Buber-Rosenzweig-Medal?[SEP]dbo:Person",1
"Which architect, who also designed the Jewish Museum in Berlin, was honored with the Buber-Rosenzweig-Medal?[SEP]dbo:Family",0
"Which architect, who also designed the Jewish Museum in Berlin, was honored with the Buber-Rosenzweig-Medal?[SEP]dbo:Agent",1
"Which architect, who also designed the Jewish Museum in Berlin, was honored with the Buber-Rosenzweig-Medal?[SEP]dbo:Disease",0
In which city was the president of Montenegro born?[SEP]dbo:City,1
In which city was the president of Montenegro born?[SEP]dbo:HistoricalSettlement,0
In which city was the president of Montenegro born?[SEP]dbo:Settlement,1
In which city was the president of Montenegro born?[SEP]dbo:Department,0
In which city was the president of Montenegro born?[SEP]dbo:PopulatedPlace,1
In which city was the president of Montenegro born?[SEP]dbo:SkiResort,0
In which city was the president of Montenegro born?[SEP]dbo:Place,1
In which city was the president of Montenegro born?[SEP]dbo:CelestialBody,0
In which city was the president of Montenegro born?[SEP]dbo:Location,1
In which city was the president of Montenegro born?[SEP]dbo:UnitOfWork,0
Which the Showrunner of the series of protest?[SEP]dbo:Person,1
Which the Showrunner of the series of protest?[SEP]dbo:Family,0
Which the Showrunner of the series of protest?[SEP]dbo:Agent,1
Which the Showrunner of the series of protest?[SEP]dbo:Species,0
What is the genetic association of impotence that is determined by TAS?[SEP]dbo:Gene,1
What is the genetic association of impotence that is determined by TAS?[SEP]dbo:Protein,0
What is the genetic association of impotence that is determined by TAS?[SEP]dbo:Biomolecule,1
What is the genetic association of impotence that is determined by TAS?[SEP]dbo:Food,0
Who is the winner for family tiles for the comedy series writing?[SEP]dbo:Person,1
Who is the winner for family tiles for the comedy series writing?[SEP]dbo:Family,0
Who is the winner for family tiles for the comedy series writing?[SEP]dbo:Agent,1
Who is the winner for family tiles for the comedy series writing?[SEP]dbo:Flag,0
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:River,1
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:River,0
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:Stream,1
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:Lake,0
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:BodyOfWater,1
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:Crater,0
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:NaturalPlace,1
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:SkiResort,0
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:Place,1
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:CelestialBody,0
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:Location,1
What is both located in or next to a body of water and located in the administrative territorial entity of Sydney?[SEP]dbo:Name,0
Which is the license for copyright?[SEP]dbo:Work,1
Which is the license for copyright?[SEP]dbo:TimePeriod,0
What is the chemical structure of polypropylene?[SEP]dbo:ChemicalCompound,1
What is the chemical structure of polypropylene?[SEP]dbo:Mineral,0
What is the chemical structure of polypropylene?[SEP]dbo:ChemicalSubstance,1
What is the chemical structure of polypropylene?[SEP]dbo:MeanOfTransportation,0
Who is Johann Wolfgang von Goethe's partner?[SEP]dbo:Person,1
Who is Johann Wolfgang von Goethe's partner?[SEP]dbo:Family,0
Who is Johann Wolfgang von Goethe's partner?[SEP]dbo:Agent,1
Who is Johann Wolfgang von Goethe's partner?[SEP]dbo:River,0
Alan Shearer is a member of which national association football team?[SEP]dbo:SportsTeam,1
Alan Shearer is a member of which national association football team?[SEP]dbo:PoliticalParty,0
Alan Shearer is a member of which national association football team?[SEP]dbo:Organisation,1
Alan Shearer is a member of which national association football team?[SEP]dbo:Family,0
Alan Shearer is a member of which national association football team?[SEP]dbo:Agent,1
Alan Shearer is a member of which national association football team?[SEP]dbo:AnatomicalStructure,0
"What is the career of patron Saint, is he philosopher or professor?[SEP]dbo:Person",1
"What is the career of patron Saint, is he philosopher or professor?[SEP]dbo:Family",0
"What is the career of patron Saint, is he philosopher or professor?[SEP]dbo:Agent",1
"What is the career of patron Saint, is he philosopher or professor?[SEP]dbo:SoccerClub",0
"What is the birthplace of Oleg Nikolaenko, the sequel of which is Transcaucasian Socialist Federative Soviet Republic?[SEP]dbo:State",1
